,ccg,month,111_111_offered,111_111_answered,amb_sys_made,amb_sys_answered,gp_appt_attended,gp_appt_available,ae_attendances_attendances,population,People,Places,Lives,year
338,06L,Mar,,,173.08221938494813,110.91357982893447,4308.585503166784,4880.756900461334,194.01438736414107,40.9248,106.66666666666669,97.46666666666664,105.46666666666664,2018
339,06L,Apr,,,153.59693939005265,98.0888767064066,4176.53843146454,4518.604855735398,192.69489404957383,40.9248,106.66666666666669,97.46666666666664,105.46666666666664,2018
340,06L,May,,,167.9191329139926,108.89359549398628,4363.613261396513,4730.212487293768,210.923449839706,40.9248,106.66666666666669,97.46666666666664,105.46666666666664,2018
341,06L,Jun,,,164.81997886585285,106.51226021434948,,4476.234459300962,203.8372820392525,40.9248,106.66666666666669,97.46666666666664,105.46666666666664,2018
342,06L,Jul,,,181.2549360213503,117.20629492878128,,4534.145554773634,,40.9248,106.66666666666669,97.46666666666664,105.46666666666664,2018
343,06L,Aug,,,167.23224057769272,108.01300602967768,,4358.872859488623,,40.9248,106.66666666666669,97.46666666666664,105.46666666666664,2018
344,06L,Sep,,,164.9469400085813,106.34460639766962,,4321.31617014622,,40.9248,106.66666666666669,97.46666666666664,105.46666666666664,2018
345,06L,Oct,,,169.7454201209321,108.19368150202192,,5453.759089842834,,40.9248,106.66666666666669,97.46666666666664,105.46666666666664,2018
346,06L,Nov,267.440993039851,253.3898919955732,172.08443501965942,108.67548276160667,,5312.3045195089535,,40.9248,106.66666666666669,97.46666666666664,105.46666666666664,2018
347,06L,Dec,345.7694944975889,326.72131097283693,177.35657785680473,109.08566491503694,3860.8618734850265,4265.359879584018,,40.9248,106.66666666666669,97.46666666666664,105.46666666666664,2018
348,06N,Jan,278.43791103311617,260.4941154653195,173.96118114229864,111.89671483160068,3542.498363187671,3962.126680880353,192.589856799906,59.567,107.58,99.22,106.4,2018
349,06N,Feb,252.66409558119005,231.56081830576224,156.6781886616537,98.76600280095812,3093.239545385868,3487.585408027935,172.37732301442074,59.567,107.58,99.22,106.4,2018
350,06N,Mar,282.6104874187378,262.2884950220992,173.0822193849481,110.9135798289345,3230.983598301073,3634.059126697668,197.03862877096375,59.567,107.58,99.22,106.4,2018
351,06N,Apr,247.0319760154128,235.8965201056365,153.5969393900526,98.08887670640658,2991.068880420367,3323.7530847616968,191.0957409303809,59.567,107.58,99.22,106.4,2018
352,06N,May,272.1704609065652,244.89417453389052,167.91913291399257,108.89359549398628,3192.002283143351,3511.7598670404755,210.0659761277217,59.567,107.58,99.22,106.4,2018
353,06N,Jun,253.56557813363915,231.07144206300416,164.81997886585285,106.51226021434948,,3495.761075763426,212.9031174979435,59.567,107.58,99.22,106.4,2018
354,06N,Jul,263.57632723988365,235.9308622981108,181.2549360213503,117.2062949287813,,3569.862507764366,221.29702687729784,59.567,107.58,99.22,106.4,2018
355,06N,Aug,241.90640378863063,216.93962985984956,167.23224057769272,108.01300602967764,,3346.7188208236103,191.1964678429332,59.567,107.58,99.22,106.4,2018
356,06N,Sep,233.35519786254196,215.37706010227103,164.9469400085813,106.34460639766962,,3385.9015898064363,204.47563248107173,59.567,107.58,99.22,106.4,2018
357,06N,Oct,245.37496522853007,226.31504840532023,169.7454201209321,108.19368150202192,,4130.626017761512,208.68937498950763,59.567,107.58,99.22,106.4,2018
358,06N,Nov,257.5578580087709,238.98731742831924,172.08443501965945,108.67548276160667,,4053.6035052965567,217.63728238789932,59.567,107.58,99.22,106.4,2018
359,06N,Dec,306.5985088620028,283.3402590088156,177.35657785680476,109.08566491503694,2844.595161750634,3169.1540618127488,214.14541608608792,59.567,107.58,99.22,106.4,2018
360,06Q,Jan,,,173.9611811422987,111.8967148316007,4127.637922481014,4577.843359240838,210.906593057128,39.3065,105.23333333333332,100.0,105.9,2018
361,06Q,Feb,,,156.67818866165376,98.76600280095812,3622.835917723532,4057.2169997328688,191.11342907661583,39.3065,105.23333333333332,100.0,105.9,2018
362,06Q,Mar,,,173.08221938494816,110.91357982893452,3800.5927772760233,4373.271596300866,222.25331688143183,39.3065,105.23333333333332,100.0,105.9,2018
363,06Q,Apr,,,153.59693939005265,98.0888767064066,3612.939335733276,3991.22282574129,220.90493938661544,39.3065,105.23333333333332,100.0,105.9,2018
364,06Q,May,,,167.9191329139926,108.89359549398628,3797.565288183888,4185.287420655617,237.1617925788356,39.3065,105.23333333333332,100.0,105.9,2018
365,06Q,Jun,,,164.81997886585285,106.51226021434948,,3934.2856779413073,225.84050983933955,39.3065,105.23333333333332,100.0,105.9,2018
366,06Q,Jul,347.2444327756164,321.4669308065017,181.25493602135032,117.20629492878132,,3985.905639016448,235.1773879638228,39.3065,105.23333333333332,100.0,105.9,2018
367,06Q,Aug,381.1251402248371,353.7365443826528,167.23224057769275,108.01300602967764,,3863.8393141083534,219.91273707910904,39.3065,105.23333333333332,100.0,105.9,2018
368,06Q,Sep,363.17636107597207,335.5252166026208,164.9469400085813,106.34460639766964,,3941.6890336203937,225.586098991261,39.3065,105.23333333333332,100.0,105.9,2018
369,06Q,Oct,382.7720361839749,350.9201136119532,169.74542012093212,108.19368150202192,,4884.764606362815,226.88359431646165,39.3065,105.23333333333332,100.0,105.9,2018
370,06Q,Nov,390.0875957705802,362.1381005799938,172.08443501965945,108.67548276160667,,4702.402910460102,225.61154007606885,39.3065,105.23333333333332,100.0,105.9,2018
371,06Q,Dec,474.3776404038477,438.1936654175717,177.35657785680476,109.08566491503696,3291.9746097973616,3687.88877157722,223.67801763067175,39.3065,105.23333333333332,100.0,105.9,2018
372,06T,Jan,,,173.96118114229867,111.89671483160068,4526.22618421286,4964.413021760078,452.8176965412058,33.8326,95.25,97.3,101.0,2018
373,06T,Feb,,,156.67818866165376,98.76600280095812,3750.0221679681727,4198.879187529188,409.3980362135928,33.8326,95.25,97.3,101.0,2018
374,06T,Mar,,,173.08221938494813,110.91357982893447,4114.67046576379,4623.706129590986,474.2762897323883,33.8326,95.25,97.3,101.0,2018
375,06T,Apr,,,153.59693939005265,98.08887670640658,4021.239869238545,4369.040511222904,473.8033730780372,33.8326,95.25,97.3,101.0,2018
376,06T,May,,,167.9191329139926,108.89359549398628,4282.8514509674105,4635.735946986043,531.6174340724626,33.8326,95.25,97.3,101.0,2018
377,06T,Jun,,,164.81997886585285,106.51226021434948,,4434.953269923092,500.64139321246375,33.8326,95.25,97.3,101.0,2018
378,06T,Jul,,,181.2549360213503,117.2062949287813,,4290.033872655368,771.4748497011758,33.8326,95.25,97.3,101.0,2018
379,06T,Aug,,,167.23224057769272,108.01300602967764,,3963.455365535016,737.3657360061006,33.8326,95.25,97.3,101.0,2018
380,06T,Sep,,,164.9469400085813,106.34460639766962,,4205.82515088997,702.990606692953,33.8326,95.25,97.3,101.0,2018
381,06T,Oct,,,169.74542012093212,108.19368150202192,,5299.504028658749,726.1635227561583,33.8326,95.25,97.3,101.0,2018
382,06T,Nov,267.44099303985104,253.38989199557315,172.08443501965945,108.67548276160667,,5129.697392455797,712.4489397799755,33.8326,95.25,97.3,101.0,2018
383,06T,Dec,345.7694944975888,326.721310972837,177.35657785680473,109.08566491503696,3924.735314460018,4307.384002411875,727.0502414830667,33.8326,95.25,97.3,101.0,2018
384,07H,Jan,,,173.96118114229867,111.89671483160068,3662.3114268026457,4126.61692352807,302.27102407872013,30.691,108.46666666666664,97.93333333333334,105.43333333333334,2018
385,07H,Feb,,,156.67818866165376,98.76600280095812,3142.256687628295,3581.212733374605,272.16447818578735,30.691,108.46666666666664,97.93333333333334,105.43333333333334,2018
386,07H,Mar,,,173.08221938494813,110.9135798289345,3377.5699716529275,3902.186308689844,308.8527581375648,30.691,108.46666666666664,97.93333333333334,105.43333333333334,2018
387,07H,Apr,,,153.59693939005265,98.08887670640658,3182.7571600795022,3531.0677397282598,295.13538170799256,30.691,108.46666666666664,97.93333333333334,105.43333333333334,2018
388,07H,May,,,167.9191329139926,108.89359549398624,3347.202763024992,3692.320224169952,321.1039066827409,30.691,108.46666666666664,97.93333333333334,105.43333333333334,2018
389,07H,Jun,,,164.81997886585285,106.51226021434948,,3438.0111433319216,322.76563161838976,30.691,108.46666666666664,97.93333333333334,105.43333333333334,2018
390,07H,Jul,,,181.2549360213503,117.2062949287813,,3535.042846437066,333.9741292235509,30.691,108.46666666666664,97.93333333333334,105.43333333333334,2018
391,07H,Aug,,,167.23224057769272,108.01300602967764,,3348.799322276889,303.47658922811246,30.691,108.46666666666664,97.93333333333334,105.43333333333334,2018
392,07H,Sep,,,164.9469400085813,106.34460639766964,,3400.117298230752,313.02336189762474,30.691,108.46666666666664,97.93333333333334,105.43333333333334,2018
393,07H,Oct,,,169.74542012093212,108.19368150202192,,4313.088527581376,323.41728845589915,30.691,108.46666666666664,97.93333333333334,105.43333333333334,2018
394,07H,Nov,,,172.08443501965945,108.67548276160667,,4154.475253331596,332.6382327066567,30.691,108.46666666666664,97.93333333333334,105.43333333333334,2018
395,07H,Dec,,,177.35657785680473,109.08566491503694,2962.562314685087,3323.286957088397,323.6779511909029,30.691,108.46666666666664,97.93333333333334,105.43333333333334,2018
396,07K,Jan,,,173.96118114229867,111.89671483160068,5210.673731693486,5654.835344181959,261.1289324103776,23.0997,109.4,98.65,109.45,2018
397,07K,Feb,,,156.6781886616537,98.76600280095812,4464.8631800413,4903.353723208526,244.11572444663784,23.0997,109.4,98.65,109.45,2018
398,07K,Mar,,,173.0822193849481,110.91357982893447,4673.956804633826,5147.339575838648,267.01645475915274,23.0997,109.4,98.65,109.45,2018
399,07K,Apr,,,153.5969393900526,98.08887670640658,4415.555180370308,4760.061818984663,258.3150430525072,23.0997,109.4,98.65,109.45,2018
400,07K,May,,,167.9191329139926,108.89359549398624,4607.635596999096,4960.843647320095,281.1291921540107,23.0997,109.4,98.65,109.45,2018
401,07K,Jun,,,164.81997886585285,106.51226021434948,,4680.277233037658,266.71342052061283,23.0997,109.4,98.65,109.45,2018
402,07K,Jul,,,181.2549360213503,117.20629492878128,,4775.559855755702,284.1595345394096,23.0997,109.4,98.65,109.45,2018
403,07K,Aug,,,167.2322405776927,108.0130060296776,,4568.414308410932,262.86055663060563,23.0997,109.4,98.65,109.45,2018
404,07K,Sep,,,164.94694000858124,106.34460639766962,,4467.200872738607,261.6917102819517,23.0997,109.4,98.65,109.45,2018
405,07K,Oct,,,169.7454201209321,108.19368150202192,,5609.1204647679415,270.8260280436543,23.0997,109.4,98.65,109.45,2018
406,07K,Nov,267.440993039851,253.38989199557315,172.08443501965942,108.67548276160667,,5593.665718602407,264.67876206184496,23.0997,109.4,98.65,109.45,2018
407,07K,Dec,345.7694944975889,326.721310972837,177.35657785680473,109.08566491503692,3972.778867258016,4417.503257618065,266.45367688757864,23.0997,109.4,98.65,109.45,2018
408,09D,Jan,,,173.7130025805165,133.13188766441522,4000.068871709224,4402.6240121214205,565.6790191523571,29.0395,94.1,97.7,105.6,2018
409,09D,Feb,,,159.68767822570953,121.35844115322745,3416.450007748067,3828.853802579245,524.4854109246087,29.0395,94.1,97.7,105.6,2018
410,09D,Mar,,,186.733229839875,144.14447823184756,3650.8204342361264,4112.5708087260455,599.9340557467651,29.0395,94.1,97.7,105.6,2018
411,09D,Apr,,,173.94445623735638,123.85456014853956,3374.3005217031973,3705.366827941252,589.3334191010609,29.0395,94.1,97.7,105.6,2018
412,09D,May,,,188.0298818179726,136.30702263642343,3515.34978219322,3868.282856109781,625.0862590549104,29.0395,94.1,97.7,105.6,2018
413,09D,Jun,,,182.57217901469795,133.7725411565522,,3682.63916389745,615.0141214066633,29.0395,94.1,97.7,105.6,2018
414,09D,Jul,,,201.44268516931925,149.6239197763723,,3797.1039446271457,646.7085518807581,29.0395,94.1,97.7,105.6,2018
415,09D,Aug,,,184.35731329618145,134.26358095890868,,3670.242256237194,602.896076076294,29.0395,94.1,97.7,105.6,2018
416,09D,Sep,,,183.310017467718,133.32114258824012,,3596.7561424955666,590.4990055975289,29.0395,94.1,97.7,105.6,2018
417,09D,Oct,,,188.937793952538,134.74566951486804,,4372.286024208406,621.6897572733682,29.0395,94.1,97.7,105.6,2018
418,09D,Nov,,,190.51321331843167,133.37357131713756,,4229.824893679299,594.916151069974,29.0395,94.1,97.7,105.6,2018
419,09D,Dec,,,204.4592552051498,142.31970271631968,3086.830007403709,3472.580450765337,589.7631434435948,29.0395,94.1,97.7,105.6,2018
420,10Q,Jan,359.54911168666604,325.7999513092245,173.71300258051645,133.13188766441522,4404.801208779116,4700.02111794222,217.48999872102604,67.2414,106.93999999999998,99.79999999999998,108.64,2018
421,10Q,Feb,328.480877137921,301.2375083228961,159.68767822570953,121.35844115322745,3892.57213561883,4176.63820206004,206.4470995547386,67.2414,106.93999999999998,99.79999999999998,108.64,2018
422,10Q,Mar,384.1115546729945,333.15049849381245,186.733229839875,144.14447823184753,4071.806952264528,4379.221729470237,231.2933996020309,67.2414,106.93999999999998,99.79999999999998,108.64,2018
423,10Q,Apr,337.30974666130874,303.5781853593291,173.9444562373564,123.85456014853952,3980.345441944992,4252.186896763006,213.3460040986654,67.2414,106.93999999999998,99.79999999999998,108.64,2018
424,10Q,May,345.27626148706315,314.47787942873407,188.0298818179726,136.3070226364234,4220.673573126081,4524.087838742204,247.77223555726084,67.2414,106.93999999999998,99.79999999999998,108.64,2018
425,10Q,Jun,338.8115344340577,286.47188401036,182.57217901469795,133.7725411565522,,4405.187875326807,239.65223805572165,67.2414,106.93999999999998,99.79999999999998,108.64,2018
426,10Q,Jul,322.10414546222506,292.88968019546707,201.4426851693192,149.62391977637228,,4502.211435216995,253.06361854452763,67.2414,106.93999999999998,99.79999999999998,108.64,2018
427,10Q,Aug,282.0134515600114,263.8864038342519,184.35731329618145,134.26358095890865,,4238.103311352827,220.7654213029473,67.2414,106.93999999999998,99.79999999999998,108.64,2018
428,10Q,Sep,305.67834169778286,273.67148979106963,183.310017467718,133.32114258824012,,4293.575089156383,231.1184478609904,67.2414,106.93999999999998,99.79999999999998,108.64,2018
429,10Q,Oct,324.22190087614064,288.6307039336867,188.937793952538,134.74566951486804,,5349.918353871276,238.55333172718,67.2414,106.93999999999998,99.79999999999998,108.64,2018
430,10Q,Nov,337.86118435911504,292.8251502521068,190.51321331843164,133.37357131713756,,5283.099400071979,243.0797693087889,67.2414,106.93999999999998,99.79999999999998,108.64,2018
431,10Q,Dec,401.8455563801048,340.4071839426035,204.45925520514984,142.31970271631968,3691.446043657628,4023.429018432097,225.64134595650896,67.2414,106.93999999999998,99.79999999999998,108.64,2018
432,10R,Jan,,,173.7130025805165,133.13188766441525,4019.978338981002,4485.922661795262,755.7814883986526,21.5133,96.6,95.8,95.5,2018
433,10R,Feb,,,159.68767822570953,121.35844115322746,3437.8733155768755,3870.396452427103,692.4035809884087,21.5133,96.6,95.8,95.5,2018
434,10R,Mar,,,186.7332298398751,144.14447823184753,3623.01460027053,4136.278488191026,828.9611817267959,21.5133,96.6,95.8,95.5,2018
435,10R,Apr,,,173.9444562373564,123.85456014853958,3325.338279111061,3691.66980426062,793.0437769942256,21.5133,96.6,95.8,95.5,2018
436,10R,May,,,188.0298818179726,136.30702263642343,3659.085310017524,4037.269967880334,878.597823741221,21.5133,96.6,95.8,95.5,2018
437,10R,Jun,,,182.572179014698,133.77254115655222,,3694.4122937903526,850.9369256261439,21.5133,96.6,95.8,95.5,2018
438,10R,Jul,,,201.44268516931925,149.62391977637233,,3788.354180902047,894.3207382692266,21.5133,96.6,95.8,95.5,2018
439,10R,Aug,,,184.35731329618145,134.2635809589087,,3602.2367558673004,854.1227984549092,21.5133,96.6,95.8,95.5,2018
440,10R,Sep,,,183.310017467718,133.32114258824012,,3722.348500694919,852.8212780001209,21.5133,96.6,95.8,95.5,2018
441,10R,Oct,,,188.937793952538,134.74566951486804,,4610.589728214639,878.8052042225041,21.5133,96.6,95.8,95.5,2018
442,10R,Nov,,,190.5132133184317,133.3735713171376,,4420.14939595506,810.5218632194967,21.5133,96.6,95.8,95.5,2018
443,10R,Dec,,,204.45925520514984,142.3197027163197,3218.334704578098,3616.553480869973,824.5132081084724,21.5133,96.6,95.8,95.5,2018
444,11J,Jan,,,295.9532287347441,203.9101783587587,4687.207031755816,5287.374331190727,282.48802366061085,77.2268,,,,2018
445,11J,Feb,,,278.8697002169553,188.9443468642875,4064.7806201992057,4629.092491207715,261.6334490244587,77.2268,,,,2018
446,11J,Mar,,,322.619988104974,224.0732033687316,4135.740442437082,4895.373108817146,315.7622665856532,77.2268,,,,2018
447,11J,Apr,,,266.551714248219,182.5883588079828,4193.60895440443,4606.548503887252,309.8666695032052,77.2268,,,,2018
448,11J,May,,,302.7379707711459,212.55768261950135,4301.330626155687,4730.89652814826,350.2729808629645,77.2268,,,,2018
449,11J,Jun,,,303.86779544842886,228.47662262378316,,4491.640207803509,348.3316496077408,77.2268,,,,2018
450,11J,Jul,,,326.76557557469687,247.860358305066,,4542.270299947687,364.1638610092953,77.2268,,,,2018
451,11J,Aug,,,302.31501076375275,229.4442160653537,,4099.807320774654,349.2051981954451,77.2268,,,,2018
452,11J,Sep,,,293.76600403897834,224.49036940342071,,4362.617640508218,313.5699006044534,77.2268,,,,2018
453,11J,Oct,,,301.71533458888723,229.2153541435451,,5413.043140464191,312.9224569708961,77.2268,,,,2018
454,11J,Nov,,,298.07092575806166,223.8211655561069,,5298.070100017093,299.3131917935225,77.2268,,,,2018
455,11J,Dec,,,317.5473650026088,237.184963597918,3746.225403616361,4200.808527609586,304.2596611539,77.2268,,,,2018
456,11M,Jan,,,295.9532287347441,203.91017835875877,3910.297084087013,4380.2777330568,271.3879392257694,63.3558,106.16666666666664,101.86666666666667,107.61666666666666,2018
457,11M,Feb,,,278.8697002169553,188.9443468642875,3402.8613007806703,3849.2450572796806,254.07302883082528,63.3558,106.16666666666664,101.86666666666667,107.61666666666666,2018
458,11M,Mar,,,322.6199881049741,224.07320336873164,3491.456188699377,4022.599351598433,283.6835775098728,63.3558,106.16666666666664,101.86666666666667,107.61666666666666,2018
459,11M,Apr,,,266.551714248219,182.58835880798287,3414.683422827902,3773.087862516139,278.61695377534494,63.3558,106.16666666666664,101.86666666666667,107.61666666666666,2018
460,11M,May,177.78956307078437,171.00249700895577,302.73797077114585,212.55768261950143,3578.977773147841,3937.303293463266,317.9819369339508,63.3558,106.16666666666664,101.86666666666667,107.61666666666666,2018
461,11M,Jun,163.85240183219216,157.93344887129513,303.86779544842886,228.47662262378316,,3782.731809873761,315.9300332408398,63.3558,106.16666666666664,101.86666666666667,107.61666666666666,2018
462,11M,Jul,174.7432752802427,169.50302892552853,326.7655755746969,247.860358305066,,3888.120740326852,335.39155057626925,63.3558,106.16666666666664,101.86666666666667,107.61666666666666,2018
463,11M,Aug,156.82857765192767,151.4147086770272,302.3150107637528,229.4442160653537,,3638.972280359493,300.69859428813146,63.3558,106.16666666666664,101.86666666666667,107.61666666666666,2018
464,11M,Sep,162.28979825051533,154.7766739588167,293.7660040389784,224.49036940342071,,3673.412694654633,297.71544199583934,63.3558,106.16666666666664,101.86666666666667,107.61666666666666,2018
465,11M,Oct,158.42274898272927,149.7731857225384,301.71533458888723,229.2153541435451,,4815.612777362136,295.9792157939762,63.3558,106.16666666666664,101.86666666666667,107.61666666666666,2018
466,11M,Nov,160.47465267584025,152.69320251658095,298.07092575806166,223.82116555610696,,4795.456769545961,276.9912146954186,63.3558,106.16666666666664,101.86666666666667,107.61666666666666,2018
467,11M,Dec,202.69651713023904,190.6376369645715,317.5473650026088,237.184963597918,3367.4896378863496,3762.512666559336,287.3296525337853,63.3558,106.16666666666664,101.86666666666667,107.61666666666666,2018
468,11N,Jan,240.73845937241515,227.92629485577515,295.9532287347441,203.9101783587587,2074.796290104011,2431.2138117949357,261.6638214744549,56.821,94.0,99.5,103.2,2018
469,11N,Feb,218.4579644849616,205.87458862040444,278.8697002169553,188.94434686428747,1783.0379613171187,2159.272100103835,242.4807729536615,56.821,94.0,99.5,103.2,2018
470,11N,Mar,274.2119990848454,257.3168370848806,322.619988104974,224.0732033687316,1977.3499234437973,2362.929198711744,282.254800161912,56.821,94.0,99.5,103.2,2018
471,11N,Apr,247.8309075869837,229.07023811618944,266.55171424821896,182.5883588079828,2063.233663610285,2295.5773393639674,300.2059097868746,56.821,94.0,99.5,103.2,2018
472,11N,May,244.94465074532303,229.7390049453547,302.73797077114585,212.55768261950135,2243.026345893244,2497.3865296281306,342.40861653262,56.821,94.0,99.5,103.2,2018
473,11N,Jun,232.83645131201493,211.4007145245596,303.8677954484288,228.4766226237831,,2354.270428186762,348.5331127576072,56.821,94.0,99.5,103.2,2018
474,11N,Jul,257.52802660988016,227.97909223702504,326.76557557469687,247.860358305066,,2516.4287851322574,387.3567871033597,56.821,94.0,99.5,103.2,2018
475,11N,Aug,257.10564755988105,239.92889952658348,302.31501076375275,229.4442160653537,,2169.884373735063,385.1392970908643,56.821,94.0,99.5,103.2,2018
476,11N,Sep,219.8658946516253,211.27752063497653,293.76600403897834,224.49036940342071,,2327.4141602576515,319.37135918058465,56.821,94.0,99.5,103.2,2018
477,11N,Oct,212.26307175164112,199.1693212016684,301.71533458888723,229.2153541435451,,3158.744126291336,308.5478960243572,56.821,94.0,99.5,103.2,2018
478,11N,Nov,212.79104556414003,198.44775699125324,298.0709257580616,223.82116555610696,,3162.8975202829943,279.3685433202513,56.821,94.0,99.5,103.2,2018
479,11N,Dec,278.875767761919,261.7518171098713,317.5473650026088,237.18496359791797,2147.4982840851094,2446.120272434488,275.4791362348428,56.821,94.0,99.5,103.2,2018
480,11X,Jan,,,295.9532287347441,203.9101783587587,3848.344383883418,4160.965607732584,265.66205516992346,55.9399,104.0,98.3,105.56666666666666,2018
481,11X,Feb,,,278.86970021695527,188.9443468642875,3379.323166469729,3684.239692956191,253.40005970693545,55.9399,104.0,98.3,105.56666666666666,2018
482,11X,Mar,,,322.6199881049741,224.0732033687316,3416.4701760282014,3749.827940343118,287.8638395849832,55.9399,104.0,98.3,105.56666666666666,2018
483,11X,Apr,,,266.55171424821896,182.5883588079828,3497.1996732207244,3792.570240561746,301.6534030271773,55.9399,104.0,98.3,105.56666666666666,2018
484,11X,May,,,302.73797077114585,212.55768261950132,3533.113216148045,3839.692241137364,332.5890107061328,55.9399,104.0,98.3,105.56666666666666,2018
485,11X,Jun,,,303.8677954484288,228.47662262378316,,3726.4993323191497,328.2798789415068,55.9399,104.0,98.3,105.56666666666666,2018
486,11X,Jul,,,326.76557557469687,247.860358305066,,3808.998585982456,345.638472718042,55.9399,104.0,98.3,105.56666666666666,2018
487,11X,Aug,,,302.31501076375275,229.4442160653537,,3694.3040656132735,318.820426922465,55.9399,104.0,98.3,105.56666666666666,2018
488,11X,Sep,,,293.76600403897834,224.49036940342063,,3620.456954696022,303.1627157002426,55.9399,104.0,98.3,105.56666666666666,2018
489,11X,Oct,,,301.7153345888872,229.21535414354503,,4444.269653681898,224.6885532508996,55.9399,104.0,98.3,105.56666666666666,2018
490,11X,Nov,,,298.07092575806166,223.82116555610693,,4468.027293577571,295.30604094751686,55.9399,104.0,98.3,105.56666666666666,2018
491,11X,Dec,,,317.5473650026087,237.184963597918,3265.540338827921,3592.6950173311,301.809348962011,55.9399,104.0,98.3,105.56666666666666,2018
492,12F,Jan,381.3412215618092,289.71304751985593,291.2291128302303,220.10494063412563,4319.241418782,4701.192630748526,448.2497254319612,32.3235,94.4,105.1,98.8,2018
493,12F,Feb,328.14999199962966,240.8824594174129,245.46191442710025,192.51880380102585,3749.872383869321,4113.601559237087,472.96858322892007,32.3235,94.4,105.1,98.8,2018
494,12F,Mar,387.522704347923,281.9725181903417,284.7721594142675,220.10494063412563,4026.358531718409,4437.081380419818,547.3726545702043,32.3235,94.4,105.1,98.8,2018
495,12F,Apr,327.8452159836265,260.8257515415122,248.4784155085667,190.99883110583096,3677.5101706188993,4036.9081318545327,518.9413275171314,32.3235,94.4,105.1,98.8,2018
496,12F,May,338.62178331871,266.71418046608466,276.03720064792265,213.73785706903556,3883.304716382817,4261.017525948613,574.9686760406515,32.3235,94.4,105.1,98.8,2018
497,12F,Jun,308.0992467929651,238.5341211402609,263.60780953374547,206.50528776619308,,4183.550667471035,558.5719368261481,32.3235,94.4,105.1,98.8,2018
498,12F,Jul,318.61597303748187,233.4388913342606,279.3272186668278,220.90790821474917,,4477.237922873451,568.4409175986511,32.3235,94.4,105.1,98.8,2018
499,12F,Aug,281.47628031813144,224.51637809652925,257.0981064227052,200.5387111452096,,4375.794700450137,535.7093136572462,32.3235,94.4,105.1,98.8,2018
500,12F,Sep,283.5354721185626,228.92195448170204,252.4014298684013,196.43204969880907,,4599.68753383761,525.9640818599471,32.3235,94.4,105.1,98.8,2018
501,12F,Oct,306.5441076343852,240.00720521760917,280.40956426212074,216.49060967511468,,5517.502745680387,538.5864773307345,32.3235,94.4,105.1,98.8,2018
502,12F,Nov,315.29274224760206,249.23840185616413,266.30976613715745,203.06874281651724,,5275.697248132164,524.1387844756911,32.3235,94.4,105.1,98.8,2018
503,12F,Dec,372.9266683507496,303.4611810109694,267.4487688123485,214.02895723816667,3592.865871579501,4077.281235014773,522.7466085046483,32.3235,94.4,105.1,98.8,2018
504,13T,Jan,568.4793624406637,459.89987048885627,216.4506773343838,148.43954472341036,4235.255736974442,4705.3534485502405,531.5056176199115,50.2704,93.4,98.5,96.5,2018
505,13T,Feb,472.02255537360793,395.19400437963054,204.8691421377488,147.33586540790446,3604.646074031637,4075.459912791623,495.142270600592,50.2704,93.4,98.5,96.5,2018
506,13T,Mar,541.2240321872472,453.86338093121,233.0928128651391,168.12123438191745,3802.695025303161,4303.029217989115,545.0722492759159,50.2704,93.4,98.5,96.5,2018
507,13T,Apr,506.0599617265576,438.1729263719483,210.99083609031365,149.84842153452237,3656.644864572392,4040.389573188198,592.694707024412,50.2704,93.4,98.5,96.5,2018
508,13T,May,517.3266028039578,452.9852456707655,223.27326088441623,164.5954935460489,3837.307839205576,4246.713771921449,636.6370667430535,50.2704,93.4,98.5,96.5,2018
509,13T,Jun,469.0236406162411,402.74375847414336,216.1028941417164,160.79826889141447,,4052.106209618384,593.0328781947229,50.2704,93.4,98.5,96.5,2018
510,13T,Jul,491.192413795008,410.807138853067,236.1838247101733,171.17320933797876,,4116.51787135173,624.5822591425571,50.2704,93.4,98.5,96.5,2018
511,13T,Aug,463.1804512731581,397.24298665400096,222.55817605459487,158.273291936487,,3913.058181355231,572.8619625067633,50.2704,93.4,98.5,96.5,2018
512,13T,Sep,453.4546890489905,393.6310340733051,220.5122881916073,158.5909102604027,,3844.588465578153,586.8861198637767,50.2704,93.4,98.5,96.5,2018
513,13T,Oct,475.21477034553794,418.0420897410053,229.9396968785572,161.97292436868926,,4945.45497947102,639.2429739966262,50.2704,93.4,98.5,96.5,2018
514,13T,Nov,481.2733513562772,425.17210622675225,230.2857056671804,159.7318520608372,,4685.222317705847,611.4731531875616,50.2704,93.4,98.5,96.5,2018
515,13T,Dec,576.8465002996154,491.21450524810086,251.3940161772417,172.92277172558133,3311.21296031064,3738.681212005474,595.2608294344186,50.2704,93.4,98.5,96.5,2018
516,14L,Jan,381.3412215618091,289.7130475198559,291.2291128302302,220.1049406341256,3882.241014413095,4344.909947829453,1295.8272692909588,54.7627,88.6,94.2,90.2,2018
517,14L,Feb,328.1499919996296,240.8824594174129,245.46191442710025,192.51880380102585,3438.4900671442424,3871.613342658415,1154.4171488987945,54.7627,88.6,94.2,90.2,2018
518,14L,Mar,387.52270434792297,281.97251819034165,284.77215941426743,220.1049406341256,3636.0515460340703,4097.314412912439,1317.3565218661606,54.7627,88.6,94.2,90.2,2018
519,14L,Apr,327.84521598362653,260.8257515415122,248.47841550856668,190.99883110583096,3302.886818947933,3690.7603167849647,1260.0364846875702,54.7627,88.6,94.2,90.2,2018
